	control_sample_28
ZNF562	169.653589
ZNF812	1
ZNF846	46.26916063
FBXL12	26.02640286
UBL5	320.028361
PIN1	91.57438042
OLFM2	12.531231
COL5A3	23.13458032
RDH8	1
C3P1	1
C19orf66	66.51191841
ANGPTL6	8.675467618
PPAN	1
SNORD105	1
SNORD105B	1
P2RY11	1.927881693
EIF3G	480.0425416
DNMT1	264.1197919
S1PR2	6.747585925
MIR4322	1
MRPL4	11.56729016
ICAM1	195.6799918
ICAM4	47.23310148
ICAM5	4.819704232
ZGLP1	10.60334931
FDX1L	8.675467618
RAVER1	29.88216624
ICAM3	2412.743939
TYK2	935.9865619
CDC37	430.8815584
PDE4A	7.711526772
KEAP1	140.7353636
S1PR5	124.3483692
ATG4D	53.9806874
KRI1	123.3844284
CDKN2D	745.1262743
AP1M2	6.747585925
SLC44A2	525.3477613
ILF3-AS1	36.62975217
ILF3	745.1262743
QTRT1	22.17063947
DNM2	823.2054829
MIR638	1
MIR4748	1
MIR199A1	1.927881693
MIR6793	1
TMED1	85.79073534
C19orf38	319.0644202
CARM1	263.1558511
YIPF2	63.62009587
C19orf52	49.16098317
SMARCA4	135.9156594
LDLR	62.65615502
SPC24	3.855763386
KANK2	60.72827333
DOCK6	1
C19orf80	1
TSPAN16	36.62975217
RAB3D	594.7515023
TMEM205	112.781079
CCDC159	26.9903437
LPPR2	71.33162264
SWSAP1	17.35093524
EPOR	36.62975217
RGL3	3.855763386
CCDC151	1
PRKCSH	121.4565467
ELAVL3	1
ZNF653	24.09852116
MIR7974	1
ECSIT	72.29556349
CNN1	5.783645079
ELOF1	177.3651158
ACP5	134.9517185
ZNF627	106.0334931
ZNF833P	1
ZNF823	35.66581132
ZNF441	132.059896
ZNF491	17.35093524
ZNF440	143.6271861
ZNF439	106.0334931
ZNF69	18.31487608
ZNF700	330.6317103
ZNF763	69.40374095
ZNF433	14.4591127
ZNF878	2.891822539
ZNF844	140.7353636
ZNF788	25.06246201
ZNF625-ZNF20	1
ZNF625	6.747585925
ZNF136	168.6896481
LOC100289333	1.927881693
ZNF44	208.2112228
ZNF563	26.9903437
ZNF442	9.639408465
ZNF799	61.69221418
ZNF443	45.30521978
ZNF709	60.72827333
ZNF564	148.4468904
ZNF490	85.79073534
ZNF791	230.3818623
MAN2B1	667.0470658
WDR83	27.95428455
WDR83OS	134.9517185
DHPS	107.9613748
FBXW9	11.56729016
TNPO2	88.68255788
C19orf43	99.28590719
ASNA1	236.1655074
BEST2	1
HOOK2	19.27881693
JUNB	784.647849
PRDX2	315.2086568
RNASEH2A	39.52157471
RTBDN	1
MAST1	4.819704232
DNASE2	267.9755553
KLF1	392.3239245
GCDH	63.62009587
SYCE2	1.927881693
FARSA	66.51191841
CALR	597.6433248
RAD23A	124.3483692
GADD45GIP1	40.48551555
DAND5	1
NFIX	91.57438042
LYL1	598.6072657
TRMT1	84.82679449
NACC1	34.70187047
STX10	337.3792963
IER2	242.9130933
CACNA1A	8.675467618
CCDC130	70.36768179
MRI1	126.2762509
C19orf53	49.16098317
ZSWIM4	13.49517185
LOC284454	133.0238368
MIR24-2	1
MIR27A	1
MIR23A	12.531231
NANOS3	1
C19orf57	1.927881693
CC2D1A	20.24275778
PODNL1	2.891822539
DCAF15	46.26916063
RFX1	11.56729016
RLN3	2.891822539
IL27RA	240.9852116
PALM3	1
LOC113230	3.855763386
C19orf67	6.747585925
SAMD1	4.819704232
PRKACA	88.68255788
ASF1B	18.31487608
LOC100507373	8.675467618
ADGRL1	66.51191841
ADGRE5	1450.730974
DDX39A	237.1294482
PKN1	209.1751637
PTGER1	1
GIPC1	36.62975217
DNAJB1	353.7662907
TECR	23.13458032
NDUFB7	67.47585925
CLEC17A	81.93497195
ADGRE3	561.0135727
ZNF333	294.965899
ADGRE2	556.1938684
OR7C1	1
OR7A5	1
OR7A10	1
OR7A17	1
OR7C2	1
SLC1A6	1.927881693
CCDC105	1
CASP14	2.891822539
OR1I1	1
SYDE1	1
ILVBL	57.83645079
NOTCH3	5.783645079
EPHX3	1
BRD4	197.6078735
AKAP8	215.9227496
AKAP8L	279.5428455
WIZ	10.60334931
MIR1470	1
RASAL3	155.1944763
PGLYRP2	1
CYP4F22	1.927881693
CYP4F8	1
CYP4F3	515.7083529
CYP4F12	12.531231
OR10H2	1
OR10H3	1
CYP4F24P	1
OR10H5	1
OR10H1	1
UCA1	1.927881693
LOC102724279	1
CYP4F2	1.927881693
CYP4F11	1
OR10H4	1
LINC00661	1
LINC00905	1
TPM4	1801.605442
RAB8A	328.7038287
HSH2D	213.0309271
CIB3	1
FAM32A	487.7540683
AP1M1	186.0405834
KLF2	279.5428455
EPS15L1	133.0238368
CALR3	1
C19orf44	9.639408465
CHERP	17.35093524
SLC35E1	171.5814707
MED26	53.9806874
SMIM7	195.6799918
TMEM38A	14.4591127
NWD1	1
SIN3B	86.75467618
F2RL3	12.531231
CPAMD8	38.55763386
HAUS8	24.09852116
MYO9B	825.1333646
USE1	19.27881693
OCEL1	15.42305354
NR2F6	12.531231
USHBP1	1
BABAM1	673.7946517
ANKLE1	8.675467618
ABHD8	25.06246201
MRPL34	51.08886486
DDA1	35.66581132
ANO8	16.38699439
GTPBP3	8.675467618
PLVAP	36.62975217
BST2	267.9755553
MVB12A	24.09852116
BISPR	44.34127894
TMEM221	1
NXNL1	1
SLC27A1	29.88216624
PGLS	89.64649872
FAM129C	70.36768179
COLGALT1	370.1532851
UNC13A	1
MAP1S	30.84610709
FCHO1	113.7450199
B3GNT3	2.891822539
INSL3	3.855763386
JAK3	719.0998715
RPL18A	1737.021405
SNORA68	17.35093524
SLC5A5	3.855763386
CCDC124	25.06246201
KCNN1	1
ARRDC2	313.2807751
IL12RB1	99.28590719
MAST3	355.6941724
PIK3R2	72.29556349
IFI30	2392.501181
MPV17L2	12.531231
RAB3A	1.927881693
PDE4C	1.927881693
LOC729966	1
KIAA1683	25.06246201
JUND	134.9517185
MIR3188	1
LSM4	150.3747721
PGPEP1	207.247282
GDF15	5.783645079
MIR3189	1
LRRC25	439.557026
SSBP4	32.77398878
ISYNA1	7.711526772
ELL	204.3554595
FKBP8	7129.306501
KXD1	79.04314941
UBA52	6889.28523
C19orf60	33.73792963
CRLF1	2.891822539
TMEM59L	1
KLHL26	5.783645079
CRTC1	27.95428455
COMP	1
UPF1	505.1050036
CERS1	1
COPE	273.7592004
DDX49	143.6271861
HOMER3	43.37733809
SUGP2	494.5016542
ARMC6	83.86285364
SLC25A42	58.80039164
TMEM161A	16.38699439
MEF2B	1
MEF2BNB	15.42305354
RFXANK	106.997434
NR2C2AP	27.95428455
NCAN	1.927881693
HAPLN4	1
TM6SF2	1
SUGP1	49.16098317
MAU2	194.716051
GATAD2A	213.9948679
MIR640	1
TSSK6	7.711526772
NDUFA13	199.5357552
YJEFN3	3.855763386
CILP2	1
PBX4	11.56729016
LPAR2	128.2041326
GMIP	334.4874737
ATP13A1	55.9085691
ZNF101	734.522925
ZNF14	192.7881693
LINC00663	6.747585925
ZNF506	389.432102
ZNF253	104.1056114
ZNF93	57.83645079
ZNF682	28.91822539
ZNF90	35.66581132
ZNF486	253.5164426
ZNF826P	1
ZNF737	399.0715104
ZNF626	192.7881693
ZNF85	53.9806874
ZNF430	300.7495441
ZNF714	132.059896
ZNF431	249.6606792
ZNF708	389.432102
ZNF738	149.4108312
ZNF493	357.622054
LINC00664	13.49517185
ZNF429	158.0862988
ZNF100	158.0862988
LOC641367	13.49517185
ZNF43	160.0141805
ZNF208	97.3580255
ZNF257	45.30521978
ZNF676	1
ZNF729	1
ZNF98	1
LOC101929124	1
LINC01233	1
GOLGA2P9	1.927881693
LOC100996349	1
ZNF492	12.531231
ZNF99	1
ZNF728	1
LOC101929164	1
LOC101929144	1
ZNF730	2.891822539
ZNF724P	4.819704232
IPO5P1	140.7353636
ZNF91	632.3451953
LINC01224	1
ZNF675	106.0334931
ZNF681	81.93497195
RPSAP58	91.57438042
ZNF726	5.783645079
ZNF254	294.965899
HAVCR1P1	3.855763386
LINC00662	18.31487608
LOC101927151	29.88216624
LOC100420587	4.819704232
LINC00906	5.783645079
LOC102724958	1.927881693
LINC01532	1
UQCRFS1	270.8673779
LOC284395	1
VSTM2B	1
POP4	127.2401917
PLEKHF1	52.05280571
C19orf12	125.31231
CCNE1	9.639408465
URI1	372.0811667
ZNF536	1
TSHZ3	41.4494564
THEG5	1
LINC01533	1
LOC101927411	1
ZNF507	288.2183131
LOC400684	9.639408465
DPY19L3	266.0476736
PDCD5	87.71861703
ANKRD27	261.2279694
RGS9BP	1
NUDT19	77.11526772
TDRD12	1
SLC7A9	1.927881693
CEP89	19.27881693
FAAP24	15.42305354
RHPN2	7.711526772
GPATCH1	93.50226211
WDR88	18.31487608
LRP3	15.42305354
SLC7A10	1
CEBPA	235.2015665
CEBPA-AS1	13.49517185
CEBPG	244.840975
PEPD	194.716051
CHST8	1
KCTD15	56.87250994
LSM14A	925.3832126
KIAA0355	180.2569383
GPI	125.31231
PDCD2L	14.4591127
UBA2	495.4655951
WTIP	1
SCGB1B2P	1
SCGB2B2	1
SCGB2B3P	1.927881693
ZNF302	201.4636369
ZNF181	112.781079
ZNF599	12.531231
LOC400685	11.56729016
LINC00904	1
ZNF30-AS1	1
ZNF30	19.27881693
ZNF792	193.7521101
GRAMD1A	201.4636369
SCN1B	13.49517185
HPN	2.891822539
HPN-AS1	1
FXYD3	1
LGI4	1.927881693
FXYD1	1
FXYD7	2.891822539
FXYD5	72.29556349
FAM187B	1
LSR	48.19704232
USF2	127.2401917
HAMP	1
MAG	1
CD22	99.28590719
MIR5196	1
FFAR1	1
FFAR3	10.60334931
LINC01531	21.20669862
FFAR2	1145.161726
KRTDAP	1
DMKN	1
SBSN	1
GAPDHS	10.60334931
TMEM147-AS1	5.783645079
TMEM147	75.18738603
ATP4A	2.891822539
LOC102723617	1
HAUS5	32.77398878
RBM42	34.70187047
ETV2	4.819704232
COX6B1	605.3548516
UPK1A	1
UPK1A-AS1	1
ZBTB32	12.531231
KMT2B	87.71861703
IGFLR1	82.8989128
U2AF1L4	8.675467618
PSENEN	202.4275778
LIN37	44.34127894
HSPB6	1
PROSER3	4.819704232
ARHGAP33	11.56729016
LINC01529	2.891822539
PRODH2	1
NPHS1	1
KIRREL2	1
APLP1	1
NFKBID	42.41339725
HCST	93.50226211
TYROBP	805.8545477
LRFN3	2.891822539
SDHAF1	60.72827333
SYNE4	1
ALKBH6	26.9903437
LOC101927572	1.927881693
CLIP3	4.819704232
THAP8	4.819704232
WDR62	5.783645079
OVOL3	2.891822539
POLR2I	41.4494564
TBCB	195.6799918
CAPNS1	178.3290566
COX7A1	3.855763386
ZNF565	22.17063947
ZNF146	490.6458909
LOC100134317	1
LINC00665	2.891822539
ZFP14	217.8506313
ZFP82	55.9085691
LOC644189	1.927881693
ZNF566	79.04314941
LOC728752	1
ZNF260	96.39408465
ZNF529	157.122358
ZNF529-AS1	25.06246201
ZNF382	34.70187047
ZNF461	56.87250994
LINC01534	19.27881693
ZNF567	84.82679449
ZNF850	60.72827333
LOC728485	1
ZNF790-AS1	4.819704232
ZNF790	31.81004793
ZNF345	53.01674656
ZNF829	52.05280571
ZNF568	59.76433248
ZNF420	107.9613748
ZNF585A	80.00709026
ZNF585B	89.64649872
ZNF383	78.07920857
LINC01535	1
LOC284412	1.927881693
HKR1	101.2137889
ZNF527	55.9085691
ZNF569	57.83645079
ZNF570	62.65615502
ZNF793-AS1	5.783645079
ZNF793	36.62975217
ZNF571-AS1	12.531231
ZNF540	79.04314941
ZNF571	40.48551555
ZFP30	96.39408465
ZNF781	14.4591127
ZNF607	39.52157471
ZNF573	64.58403671
LOC644554	1
LOC100631378	1
WDR87	1.927881693
SIPA1L3	24.09852116
DPF1	1
PPP1R14A	1
SPINT2	311.3528934
YIF1B	60.72827333
KCNK6	61.69221418
CATSPERG	15.42305354
PSMD8	246.7688567
GGN	3.855763386
SPRED3	2.891822539
FAM98C	37.59369301
RASGRP4	168.6896481
RYR1	15.42305354
MAP4K1	79.04314941
EIF3K	620.7779051
ACTN4	458.8358429
CAPN12	17.35093524
LGALS7	1
LGALS7B	1
LGALS4	4.819704232
ECH1	202.4275778
HNRNPL	754.7656828
RINL	191.8242285
SIRT2	97.3580255
NFKBIB	54.94462825
CCER2	1
SARS2	15.42305354
MRPS12	58.80039164
FBXO17	1
FBXO27	1
PAPL	1
PAK4	1.927881693
NCCRP1	1
SYCN	1
IFNL3	1
IFNL4	1
IFNL2	1
IFNL1	1
LRFN1	9.639408465
GMFG	692.1095278
SAMD4B	63.62009587
PAF1	105.0695523
MED29	118.5647241
ZFP36	231.3458032
MIR4530	1.927881693
PLEKHG2	23.13458032
RPS16	233.2736849
SUPT5H	219.778513
TIMM50	59.76433248
DLL3	1
SELV	1
EID2B	8.675467618
EID2	53.01674656
LGALS13	1
LOC100129935	1
LGALS16	1
LGALS17A	2.891822539
LGALS14	1
CLC	400.9993921
LEUTX	1
DYRK1B	30.84610709
MIR6719	1
FBL	169.653589
FCGBP	17.35093524
PSMC4	242.9130933
ZNF546	118.5647241
ZNF780B	587.0399755
ZNF780A	614.0303192
MAP3K10	12.531231
TTC9B	1
CNTD2	1
AKT2	406.7830372
MIR641	1.927881693
C19orf47	9.639408465
PLD3	123.3844284
HIPK4	4.819704232
PRX	15.42305354
SERTAD1	75.18738603
SERTAD3	74.22344518
BLVRB	2699.998311
SPTBN4	2.891822539
SHKBP1	400.9993921
LTBP4	24.09852116
NUMBL	7.711526772
ADCK4	86.75467618
ITPKC	76.15132687
C19orf54	4.819704232
SNRPA	35.66581132
MIA	1
EGLN2	1
CYP2A6	1.927881693
CYP2A7	1
CYP2G1P	1
CYP2B7P	1
CYP2B6	1
CYP2A13	1
CYP2F1	1
CYP2S1	1.927881693
AXL	8.675467618
HNRNPUL1	304.6053075
CCDC97	53.9806874
TGFB1	117.6007833
B9D2	44.34127894
TMEM91	160.0141805
EXOSC5	32.77398878
BCKDHA	126.2762509
B3GNT8	72.29556349
ATP5SL	27.95428455
ERICH4	1
PCAT19	1.927881693
LINC01480	10.60334931
CEACAM21	119.528665
CEACAM4	208.2112228
CEACAM7	1
CEACAM5	1
CEACAM6	20.24275778
CEACAM3	207.247282
LYPD4	1.927881693
DMRTC2	3.855763386
RPS19	2163.08326
MIR6797	1
CD79A	34.70187047
ARHGEF1	605.3548516
RABAC1	108.9253157
ATP1A3	4.819704232
GRIK5	6.747585925
ZNF574	40.48551555
POU2F2	77.11526772
LOC100505622	19.27881693
MIR4323	1
DEDD2	313.2807751
ZNF526	44.34127894
GSK3A	73.25950433
ERF	47.23310148
CIC	86.75467618
PAFAH1B3	11.56729016
PRR19	1
TMEM145	1
MEGF8	27.95428455
CNFN	1
LOC101930071	1
LIPE-AS1	1
LIPE	14.4591127
CXCL17	1.927881693
CEACAM1	69.40374095
CEACAM8	48.19704232
PSG3	1
PSG8	1
LOC100289650	1
PSG10P	1
PSG1	1
PSG6	1
PSG7	1
PSG11	1
PSG2	1
PSG5	1
PSG4	1
LOC284344	1
PSG9	1
PRG1	1.927881693
CD177	74.22344518
TEX101	1.927881693
LYPD3	1.927881693
PHLDB3	15.42305354
ETHE1	48.19704232
ZNF575	2.891822539
XRCC1	41.4494564
PINLYP	2.891822539
IRGQ	113.7450199
ZNF576	34.70187047
ZNF428	14.4591127
SRRM5	5.783645079
CADM4	17.35093524
PLAUR	324.8480653
IRGC	1
SMG9	32.77398878
KCNN4	48.19704232
LYPD5	1
ZNF283	66.51191841
ZNF404	13.49517185
LOC100505715	7.711526772
ZNF45	177.3651158
ZNF221	8.675467618
ZNF155	45.30521978
LOC101928063	2.891822539
ZNF230	183.1487608
ZNF222	30.84610709
ZNF223	26.02640286
ZNF284	33.73792963
ZNF224	63.62009587
LOC100379224	13.49517185
ZNF225	71.33162264
ZNF234	112.781079
ZNF226	217.8506313
ZNF227	225.5621581
ZNF233	4.819704232
ZNF235	115.6729016
ZNF112	9.639408465
ZNF285	6.747585925
ZNF229	10.60334931
ZNF180	160.9781214
CEACAM20	1
CEACAM22P	1
IGSF23	1
PVR	99.28590719
MIR4531	1
CEACAM19	2.891822539
CEACAM16	1
BCL3	39.52157471
MIR8085	1
CBLC	1
BCAM	2.891822539
PVRL2	13.49517185
TOMM40	58.80039164
APOE	1
APOC1	1
APOC1P1	1
APOC4-APOC2	1
CLPTM1	61.69221418
RELB	113.7450199
CLASRP	46.26916063
ZNF296	5.783645079
GEMIN7	62.65615502
PPP1R37	26.9903437
NKPD1	1.927881693
TRAPPC6A	50.12492402
BLOC1S3	20.24275778
EXOC3L2	1
MARK4	33.73792963
CKM	1
KLC3	59.76433248
ERCC2	21.20669862
PPP1R13L	2.891822539
CD3EAP	2.891822539
ERCC1	110.8531973
MIR6088	1
FOSB	1
RTN2	21.20669862
PPM1N	24.09852116
VASP	1807.389087
OPA3	84.82679449
GPR4	1
EML2	95.4301438
MIR330	1
EML2-AS1	1
GIPR	7.711526772
SNRPD2	186.0405834
QPCTL	7.711526772
FBXO46	15.42305354
BHMG1	1
SIX5	1
DMPK	9.639408465
DMWD	14.4591127
RSPH6A	1
SYMPK	72.29556349
FOXA3	1
IRF2BP1	45.30521978
MYPOP	3.855763386
NANOS2	1
NOVA2	1
CCDC61	16.38699439
MIR769	1
PGLYRP1	11.56729016
IGFL4	1
LOC400706	2.891822539
IGFL3	1
IGFL2	1.927881693
DKFZp434J0226	1
RNU6-66P	1
IGFL1	1
HIF3A	1.927881693
PPP5C	113.7450199
CCDC8	1
PNMAL1	1
PPP5D1	2.891822539
PNMAL2	1.927881693
CALM3	405.8190964
PTGIR	26.9903437
GNG8	2.891822539
DACT3	1
DACT3-AS1	2.891822539
PRKD2	177.3651158
MIR320E	1
STRN4	81.93497195
FKRP	36.62975217
SLC1A5	536.9150515
SNAR-E	1
AP2S1	303.6413666
ARHGAP35	352.8023498
NPAS1	1.927881693
TMEM160	9.639408465
ZC3H4	75.18738603
SAE1	259.3000877
BBC3	61.69221418
CCDC9	35.66581132
INAFM1	9.639408465
C5AR1	271.8313187
C5AR2	243.8770342
DHX34	295.9298399
MEIS3	1
SLC8A2	1
KPTN	15.42305354
NAPA-AS1	6.747585925
NAPA	146.5190087
ZNF541	1
GLTSCR1	6.747585925
EHD2	1.927881693
GLTSCR2	733.5589842
SNORD23	1
SEPW1	80.97103111
TPRX1	1
CRX	1
SULT2A1	1
SNAR-C3	1
BSPH1	1
ELSPBP1	1
CABP5	21.20669862
PLA2G4C	13.49517185
LIG1	69.40374095
C19orf68	4.819704232
CARD8	1296.500439
CARD8-AS1	268.9394962
ZNF114	1
CCDC114	1
EMP3	492.5737726
TMEM143	10.60334931
SYNGR4	1
KDELR1	28.91822539
GRIN2D	3.855763386
GRWD1	89.64649872
KCNJ14	5.783645079
CYTH2	160.0141805
LMTK3	12.531231
SULT2B1	1
FAM83E	1
SPACA4	1
RPL18	2227.667296
SPHK2	28.91822539
DBP	27.95428455
CA11	3.855763386
SEC1P	4.819704232
NTN5	1
FUT2	2.891822539
LOC105447645	1
MAMSTR	3.855763386
RASIP1	1
IZUMO1	1
FUT1	1
FGF21	1
BCAT2	17.35093524
HSD17B14	1.927881693
PLEKHA4	3.855763386
PPP1R15A	267.9755553
TULP2	3.855763386
NUCB1	283.3986089
NUCB1-AS1	1
DHDH	1
BAX	98.32196634
FTL	22508.01877
GYS1	53.01674656
RUVBL2	88.68255788
LHB	1
LOC101059948	1
CGB	1
CGB2	1
CGB1	1
SNAR-G1	1
CGB5	1
CGB8	1
CGB7	1
NTF4	1
KCNA7	1.927881693
SNRNP70	155.1944763
LIN7B	1.927881693
C19orf73	2.891822539
PPFIA3	2.891822539
HRC	1
TRPM4	8.675467618
SLC6A16	25.06246201
MIR4324	1.927881693
CD37	381.7205752
TEAD2	12.531231
DKKL1	1
LOC101928295	1
CCDC155	1
PTH2	1
GFY	1
SLC17A7	1
PIH1D1	154.2305354
ALDH16A1	106.997434
FLT3LG	26.02640286
RPL13A	721.991694
SNORD32A	3.855763386
SNORD33	1.927881693
SNORD34	1
SNORD35A	2.891822539
RPS11	4916.098317
SNORD35B	6.747585925
MIR150	1
FCGRT	803.926666
RCN3	19.27881693
NOSIP	302.6774258
PRRG2	1.927881693
PRR12	17.35093524
RRAS	18.31487608
SCAF1	21.20669862
IRF3	203.3915186
BCL2L12	8.675467618
PRMT1	93.50226211
ADM5	1.927881693
CPT1C	1.927881693
TSKS	1
AP2A1	492.5737726
MIR6799	1
FUZ	57.83645079
MED25	83.86285364
PTOV1-AS1	86.75467618
PTOV1	106.0334931
PTOV1-AS2	31.81004793
PNKP	134.9517185
AKT1S1	57.83645079
TBC1D17	27.95428455
IL4I1	5.783645079
NUP62	100.249848
ATF5	11.56729016
SIGLEC11	1.927881693
SIGLEC16	5.783645079
VRK3	222.6703355
ZNF473	81.93497195
FLJ26850	1
SNAR-D	1
IZUMO2	1.927881693
MYH14	2.891822539
KCNC3	9.639408465
NAPSB	88.68255788
NAPSA	3.855763386
NR1H2	179.2929974
POLD1	71.33162264
SPIB	54.94462825
MYBPC2	1
FAM71E1	1
EMC10	136.8796002
JOSD2	22.17063947
ASPDH	4.819704232
LRRC4B	2.891822539
SNAR-F	1
SYT3	1.927881693
C19orf81	1
SHANK1	1
CLEC11A	2.891822539
GPR32	1
ACPT	3.855763386
C19orf48	39.52157471
SNORD88B	1
SNORD88A	1
SNORD88C	1
MGC45922	1
KLK1	1
KLK15	1
LOC105372441	1
KLK3	1
KLK2	1
KLKP1	1
KLK4	1
KLK5	1.927881693
KLK6	1.927881693
KLK7	1
KLK8	1
KLK9	1
KLK10	1
KLK11	1
KLK12	1.927881693
KLK13	1
KLK14	1
CTU1	11.56729016
SIGLEC9	379.7926935
SIGLEC7	38.55763386
LOC101928517	3.855763386
SIGLEC17P	3.855763386
MIR8074	1
CD33	121.4565467
SIGLECL1	1
IGLON5	1
VSIG10L	1
ETFB	88.68255788
CLDND2	14.4591127
NKG7	64.58403671
LIM2	2.891822539
C19orf84	1
SIGLEC10	250.6246201
LOC100129083	1
SIGLEC8	31.81004793
CEACAM18	1
SIGLEC12	1
SIGLEC6	8.675467618
ZNF175	93.50226211
LINC01530	8.675467618
SIGLEC5	160.9781214
SIGLEC14	20.24275778
SPACA6P-AS	1
MIR99B	1
SPACA6P	1
HAS1	1
FPR1	4958.511714
FPR2	2084.04011
FPR3	21.20669862
ZNF577	76.15132687
ZNF649-AS1	5.783645079
ZNF649	116.6368424
ZNF613	83.86285364
ZNF350-AS1	9.639408465
ZNF350	151.3387129
ZNF615	114.7089607
ZNF614	121.4565467
ZNF432	75.18738603
ZNF841	167.7257073
ZNF616	60.72827333
ZNF836	127.2401917
PPP2R1A	139.7714227
MIR6801	1
ZNF766	164.8338847
MIR643	2.891822539
ZNF480	133.0238368
ZNF610	6.747585925
ZNF880	40.48551555
ZNF528-AS1	4.819704232
ZNF528	81.93497195
ZNF534	1.927881693
ZNF578	3.855763386
ZNF808	251.5885609
ZNF701	191.8242285
ZNF137P	32.77398878
ZNF83	253.5164426
ZNF611	177.3651158
ZNF600	137.843541
ZNF28	145.5550678
ZNF468	253.5164426
ZNF320	95.4301438
ZNF888	73.25950433
ZNF321P	1
ZNF816	98.32196634
ZNF702P	23.13458032
ERVV-1	1
ERVV-2	1
ZNF160	369.1893442
ZNF415	8.675467618
ZNF347	101.2137889
ZNF665	12.531231
ZNF818P	158.0862988
ZNF677	9.639408465
VN1R2	1
VN1R4	1
FAM90A27P	1
BIRC8	1
ZNF845	177.3651158
ZNF525	202.4275778
ZNF765	141.6993044
ZNF761	96.39408465
TPM3P9	34.70187047
ZNF813	69.40374095
ZNF331	88.68255788
LOC284379	1
DPRX	1
MIR1323	1
MIR519E	1
MIR519B	1
MIR519A1	1
MIR372	1
MIR373	2.891822539
NLRP12	1118.171382
MYADM	251.5885609
PRKCG	1.927881693
CACNG7	1
CACNG8	11.56729016
CACNG6	13.49517185
VSTM1	51.08886486
TARM1	2.891822539
OSCAR	98.32196634
NDUFA3	128.2041326
TFPT	23.13458032
PRPF31	133.0238368
CNOT3	37.59369301
LENG1	59.76433248
TMC4	8.675467618
MBOAT7	339.307178
TSEN34	536.9150515
RPS9	1450.730974
LILRB3	384.6123977
LILRA6	89.64649872
LILRB5	1
LILRB2	380.7566344
MIR4752	1
LILRA3	152.3026537
LILRA5	1123.955027
LILRA4	12.531231
LAIR1	405.8190964
TTYH1	3.855763386
LENG8-AS1	17.35093524
LENG8	165.7978256
LENG9	16.38699439
CDC42EP5	1
LAIR2	12.531231
KIR3DX1	4.819704232
LILRA2	503.1771219
LILRA1	278.5789046
LILRB1	115.6729016
MIR8061	1
LILRB4	44.34127894
LILRP2	1.927881693
KIR3DL3	1
KIR2DL3	1
LOC101928804	1
KIR2DL1	1
KIR2DL4	1
KIR3DL1	3.855763386
KIR2DS4	1
KIR3DL2	1.927881693
FCAR	345.090823
NCR1	15.42305354
NLRP7	5.783645079
NLRP2	11.56729016
GP6	27.95428455
RDH13	48.19704232
EPS8L1	1.927881693
PPP1R12C	172.5454115
MIR7975	1
TNNT1	17.35093524
TNNI3	1
DNAAF3	1
SYT5	1
PTPRH	3.855763386
TMEM86B	30.84610709
PPP6R1	264.1197919
MIR6804	1
HSPBP1	7.711526772
BRSK1	5.783645079
TMEM150B	15.42305354
SUV420H2	8.675467618
COX6B2	1
FAM71E2	1
IL11	1
TMEM190	1
TMEM238	1.927881693
RPL28	327.7398878
UBE2S	24.09852116
SHISA7	2.891822539
ISOC2	22.17063947
ZNF628	3.855763386
NAT14	2.891822539
SSC5D	2.891822539
SBK2	1
SBK3	1
ZNF579	1
FIZ1	7.711526772
ZNF524	53.01674656
ZNF865	7.711526772
ZNF784	14.4591127
ZNF580	4.819704232
ZNF581	11.56729016
CCDC106	4.819704232
U2AF2	275.6870821
EPN1	54.94462825
NLRP9	4.819704232
RFPL4A	1
RFPL4AL1	1
NLRP11	1
NLRP4	1
NLRP13	1
NLRP8	1
NLRP5	2.891822539
LOC101928886	1
ZNF787	111.8171382
ZNF444	13.49517185
GALP	1
ZSCAN5B	1.927881693
ZSCAN5A	10.60334931
ZNF542P	85.79073534
ZNF582	26.9903437
ZNF582-AS1	5.783645079
ZNF583	44.34127894
ZNF667	4.819704232
ZNF667-AS1	3.855763386
ZNF471	5.783645079
ZFP28	38.55763386
ZNF470	40.48551555
ZNF71	46.26916063
SMIM17	1
ZNF835	8.675467618
ZIM2-AS1	1
ZIM2	1
PEG3	1.927881693
MIMT1	1
USP29	1
ZIM3	1
DUXA	1
ZNF264	597.6433248
AURKC	1
ZNF805	347.9826456
ZNF460	799.1069617
ZNF543	80.00709026
ZNF304	121.4565467
ZNF547	27.95428455
TRAPPC2B	10.60334931
ZNF548	150.3747721
ZNF17	112.781079
ZNF749	33.73792963
VN1R1	1.927881693
ZNF772	61.69221418
ZNF419	38.55763386
ZNF773	45.30521978
ZNF549	113.7450199
ZNF550	120.4926058
ZNF416	42.41339725
ZIK1	53.9806874
ZNF530	34.70187047
ZNF134	128.2041326
ZNF211	175.4372341
ZSCAN4	2.891822539
ZNF551	120.4926058
ZNF154	69.40374095
ZNF671	137.843541
ZNF776	367.2614625
ZNF586	341.2350597
ZNF552	164.8338847
FKBP1AP1	15.42305354
ZNF587B	113.7450199
ZNF587	390.3960428
ZNF814	100.249848
ZNF417	279.5428455
ZNF418	23.13458032
ZNF256	40.48551555
C19orf18	2.891822539
ZNF606	53.9806874
LOC100128398	10.60334931
ZSCAN1	1
ZNF135	9.639408465
ZSCAN18	56.87250994
ZNF329	88.68255788
ZNF274	207.247282
ZNF544	124.3483692
ZNF8	86.75467618
ZSCAN22	34.70187047
A1BG	6.747585925
A1BG-AS1	5.783645079
